KEGG,gene_names
NA,PA3365
ko00330,PA3366
NA,PA3367
NA,PA3368
ko00440,PA3372
ko00030,PA3373
ko00440,PA3374
ko00440,PA3375
NA,PA3376
ko00440,PA3377
ko00440,PA3378
ko00440,PA3379
ko00440,PA3380
NA,PA3381
ko02010,PA3382
ko02010,PA3383
ko02010,PA3384
NA,PA3385
NA,PA3386
NA,PA3387
NA,PA3388
NA,PA3389
NA,PA3390
NA,PA3391
ko00910,PA3392
NA,PA3393
ko02010,PA3394
ko02010,PA3395
NA,PA3396
NA,PA3397
NA,PA3398
NA,PA3399
NA,PA3400
NA,PA3401
NA,PA3402
NA,PA3403
NA,PA3404
NA,PA3405
ko02010,PA3406
NA,PA3407
NA,PA3408
NA,PA3409
NA,PA3410
NA,PA3412
NA,PA3413
ko00010,PA3415
ko00010,PA3416
ko00010,PA3417
ko00280,PA3418
NA,PA3419
NA,PA3420
NA,PA3421
NA,PA3422
NA,PA3423
NA,PA3424
NA,PA3425
ko00071,PA3426
NA,PA3427
NA,PA3428
NA,PA3429
NA,PA3430
NA,PA3431
NA,PA3432
NA,PA3433
NA,PA3434
NA,PA3435
NA,PA3436
ko00670,PA3437
ko00790,PA3438
ko00790,PA3439
NA,PA3440
NA,PA3441
ko00920,PA3442
ko00920,PA3443
ko00920,PA3444
ko00920,PA3445
ko00740,PA3446
ko00920,PA3447
ko00920,PA3448
ko00920,PA3449
NA,PA3450
NA,PA3451
ko00020,PA3452
NA,PA3453
ko00071,PA3454
NA,PA3455
NA,PA3456
NA,PA3457
NA,PA3458
ko00250,PA3459
NA,PA3460
NA,PA3461
NA,PA3462
NA,PA3463
NA,PA3464
NA,PA3465
NA,PA3466
NA,PA3467
NA,PA3468
NA,PA3469
NA,PA3470
ko00620,PA3471
ko00520,PA3472
NA,PA3473
NA,PA3474
ko00400,PA3475
ko00270,PA3476
ko02020,PA3477
ko02024,PA3478
ko02024,PA3479
ko00240,PA3480
NA,PA3481
ko00450,PA3482
NA,PA3483
NA,PA3484
ko03070,PA3486
ko00564,PA3487
NA,PA3488
NA,PA3489
NA,PA3490
NA,PA3491
NA,PA3492
NA,PA3493
NA,PA3494
ko03410,PA3495
NA,PA3496
NA,PA3497
ko00361,PA3498
NA,PA3499
NA,PA3500
NA,PA3501
NA,PA3502
ko00260,PA3504
ko00760,PA3505
ko00290,PA3506
NA,PA3507
NA,PA3508
NA,PA3509
NA,PA3510
ko00061,PA3511
NA,PA3512
NA,PA3513
NA,PA3514
NA,PA3515
ko00230,PA3516
ko00230,PA3517
NA,PA3518
NA,PA3519
ko04978,PA3520
NA,PA3521
NA,PA3522
NA,PA3523
ko00620,PA3524
ko00220,PA3525
ko02040,PA3526
ko00240,PA3527
NA,PA3528
ko04214,PA3529
NA,PA3530
ko00860,PA3531
NA,PA3532
NA,PA3533
NA,PA3534
NA,PA3535
ko00220,PA3537
ko02010,PA3538
NA,PA3539
ko00040,PA3540
ko00051,PA3541
ko00051,PA3542
NA,PA3543
NA,PA3544
ko00051,PA3545
NA,PA3546
ko00051,PA3547
NA,PA3548
NA,PA3549
NA,PA3550
ko00051,PA3551
ko00520,PA3552
ko00520,PA3553
ko00052,PA3554
ko00520,PA3555
ko01503,PA3556
ko01503,PA3557
ko01503,PA3558
ko00040,PA3559
ko00051,PA3560
ko00010,PA3561
ko00051,PA3562
NA,PA3563
NA,PA3564
NA,PA3565
NA,PA3566
NA,PA3567
ko00640,PA3568
ko00280,PA3569
ko00280,PA3570
NA,PA3571
NA,PA3572
NA,PA3573
ko01501,PA3574
NA,PA3575
NA,PA3576
NA,PA3578
ko00561,PA3579
NA,PA3580
NA,PA3581
ko00561,PA3582
NA,PA3583
ko00564,PA3584
NA,PA3585
NA,PA3586
NA,PA3587
NA,PA3588
ko00071,PA3589
ko00360,PA3590
ko00071,PA3591
NA,PA3592
NA,PA3593
NA,PA3594
NA,PA3595
NA,PA3596
NA,PA3597
NA,PA3598
NA,PA3599
ko03010,PA3600
ko03010,PA3601
NA,PA3602
ko00561,PA3603
NA,PA3604
NA,PA3605
NA,PA3606
ko02010,PA3607
ko02010,PA3608
ko02010,PA3609
ko02010,PA3610
NA,PA3611
NA,PA3612
NA,PA3613
NA,PA3614
ko00230,PA3615
NA,PA3616
ko03440,PA3617
ko00760,PA3618
NA,PA3619
ko03430,PA3620
NA,PA3621
ko02026,PA3622
NA,PA3623
NA,PA3624
ko00230,PA3625
NA,PA3626
ko00900,PA3627
ko00680,PA3628
ko00010,PA3629
NA,PA3630
NA,PA3631
NA,PA3632
ko00900,PA3633
NA,PA3634
ko00010,PA3635
ko00540,PA3636
ko00240,PA3637
NA,PA3638
ko00061,PA3639
ko00230,PA3640
NA,PA3641
ko03030,PA3642
ko00540,PA3643
ko00540,PA3644
ko00061,PA3645
ko00540,PA3646
NA,PA3647
NA,PA3648
ko02024,PA3649
ko00900,PA3650
ko00564,PA3651
ko00900,PA3652
NA,PA3653
ko00240,PA3654
NA,PA3655
ko03010,PA3656
NA,PA3657
ko02020,PA3658
ko00300,PA3659
NA,PA3660
NA,PA3661
NA,PA3663
NA,PA3664
NA,PA3665
ko00300,PA3666
NA,PA3667
NA,PA3668
NA,PA3669
NA,PA3670
NA,PA3671
NA,PA3672
ko00561,PA3673
NA,PA3674
NA,PA3675
ko01501,PA3676
NA,PA3677
NA,PA3678
NA,PA3679
NA,PA3680
NA,PA3681
NA,PA3682
NA,PA3683
NA,PA3684
NA,PA3685
ko00230,PA3686
ko00620,PA3687
NA,PA3688
NA,PA3689
NA,PA3690
NA,PA3691
NA,PA3692
NA,PA3693
NA,PA3694
NA,PA3695
NA,PA3696
NA,PA3697
NA,PA3698
NA,PA3699
ko00970,PA3700
ko02020,PA3702
ko02020,PA3703
ko02020,PA3704
ko02020,PA3705
ko02020,PA3706
ko02020,PA3707
ko02020,PA3708
NA,PA3709
ko00260,PA3710
NA,PA3711
NA,PA3712
ko00330,PA3713
ko02020,PA3714
NA,PA3715
ko02010,PA3716
NA,PA3717
NA,PA3718
NA,PA3720
ko01501,PA3721
NA,PA3722
NA,PA3723
ko01503,PA3724
ko03410,PA3725
NA,PA3726
NA,PA3727
NA,PA3728
NA,PA3729
NA,PA3730
NA,PA3731
NA,PA3732
NA,PA3733
NA,PA3734
ko00260,PA3735
ko00260,PA3736
NA,PA3737
NA,PA3738
NA,PA3739
NA,PA3740
NA,PA3741
ko03010,PA3742
NA,PA3743
NA,PA3744
ko03010,PA3745
ko02024,PA3746
NA,PA3747
NA,PA3748
NA,PA3749
NA,PA3750
ko00230,PA3751
NA,PA3752
NA,PA3753
NA,PA3754
NA,PA3755
NA,PA3756
NA,PA3757
ko00520,PA3758
ko00250,PA3759
ko00051,PA3760
ko00010,PA3761
ko05134,PA3762
ko00230,PA3763
NA,PA3764
NA,PA3765
NA,PA3766
NA,PA3767
ko00860,PA3768
ko00230,PA3769
ko00230,PA3770
NA,PA3771
NA,PA3772
NA,PA3773
NA,PA3774
NA,PA3775
NA,PA3776
ko03430,PA3777
NA,PA3778
NA,PA3779
NA,PA3780
NA,PA3781
NA,PA3782
NA,PA3783
NA,PA3784
NA,PA3785
NA,PA3787
NA,PA3789
NA,PA3790
NA,PA3791
ko00290,PA3792
NA,PA3793
NA,PA3794
NA,PA3795
NA,PA3796
ko00250,PA3797
NA,PA3798
NA,PA3799
NA,PA3800
NA,PA3801
ko00970,PA3802
ko00900,PA3803
NA,PA3804
NA,PA3805
NA,PA3806
ko00230,PA3807
NA,PA3808
NA,PA3809
NA,PA3810
NA,PA3811
NA,PA3812
NA,PA3813
ko00730,PA3814
NA,PA3815
ko00270,PA3816
NA,PA3817
ko00521,PA3818
NA,PA3819
ko03060,PA3820
ko03060,PA3821
ko02024,PA3822
NA,PA3823
NA,PA3824
NA,PA3825
NA,PA3826
ko02010,PA3827
ko02010,PA3828
NA,PA3829
NA,PA3830
ko00480,PA3831
ko00230,PA3832
NA,PA3833
ko00970,PA3834
NA,PA3836
NA,PA3837
NA,PA3838
NA,PA3839
NA,PA3840
NA,PA3841
NA,PA3842
NA,PA3844
ko02026,PA3845
NA,PA3846
NA,PA3847
NA,PA3848
NA,PA3849
NA,PA3850
NA,PA3851
NA,PA3852
NA,PA3853
NA,PA3854
NA,PA3855
NA,PA3856
ko00564,PA3857
ko02010,PA3858
NA,PA3859
NA,PA3860
ko03018,PA3861
ko00472,PA3862
ko00472,PA3863
NA,PA3864
ko02010,PA3865
NA,PA3866
NA,PA3867
NA,PA3868
NA,PA3869
ko00790,PA3870
NA,PA3871
ko00910,PA3872
ko02020,PA3873
ko00910,PA3874
ko00910,PA3875
ko00910,PA3876
ko00910,PA3877
ko02020,PA3878
ko02020,PA3879
NA,PA3880
NA,PA3881
NA,PA3882
NA,PA3883
NA,PA3884
NA,PA3885
NA,PA3886
NA,PA3887
ko02010,PA3888
ko02010,PA3889
ko02010,PA3890
ko02010,PA3891
NA,PA3892
NA,PA3893
NA,PA3894
NA,PA3895
ko00030,PA3896
NA,PA3897
NA,PA3898
NA,PA3899
NA,PA3900
NA,PA3901
NA,PA3902
NA,PA3903
NA,PA3904
NA,PA3905
NA,PA3906
NA,PA3908
NA,PA3909
ko00790,PA3910
NA,PA3911
NA,PA3912
ko05120,PA3913
ko00790,PA3914
ko00790,PA3915
ko00790,PA3916
ko04122,PA3917
ko00790,PA3918
NA,PA3919
ko01524,PA3920
NA,PA3921
NA,PA3922
NA,PA3923
NA,PA3924
ko00071,PA3925
NA,PA3926
NA,PA3927
NA,PA3928
ko00190,PA3929
ko00190,PA3930
ko02010,PA3931
NA,PA3932
NA,PA3933
NA,PA3934
ko00430,PA3935
ko00920,PA3936
ko00920,PA3937
ko00920,PA3938
NA,PA3939
NA,PA3940
NA,PA3941
ko01040,PA3942
NA,PA3943
NA,PA3944
NA,PA3945
ko02020,PA3946
NA,PA3947
ko02020,PA3948
NA,PA3949
ko03018,PA3950
NA,PA3951
NA,PA3952
NA,PA3953
ko00920,PA3954
NA,PA3955
NA,PA3956
NA,PA3957
NA,PA3958
NA,PA3959
NA,PA3960
NA,PA3961
NA,PA3962
NA,PA3963
NA,PA3965
NA,PA3966
NA,PA3967
NA,PA3968
NA,PA3969
ko00230,PA3970
NA,PA3971
NA,PA3972
NA,PA3973
ko02025,PA3974
ko00730,PA3975
ko00730,PA3976
ko00860,PA3977
NA,PA3978
NA,PA3979
NA,PA3980
NA,PA3981
NA,PA3982
NA,PA3983
NA,PA3984
NA,PA3985
NA,PA3986
ko00970,PA3987
NA,PA3988
ko00230,PA3989
NA,PA3990
NA,PA3992
NA,PA3993
NA,PA3994
NA,PA3995
ko00785,PA3996
ko00785,PA3997
NA,PA3998
ko00550,PA3999
NA,PA4000
NA,PA4001
NA,PA4002
ko00550,PA4003
NA,PA4004
NA,PA4005
ko00230,PA4006
ko00330,PA4007
NA,PA4008
NA,PA4009
ko03410,PA4010
ko00550,PA4011
NA,PA4012
NA,PA4013
NA,PA4014
NA,PA4015
NA,PA4016
NA,PA4017
NA,PA4018
ko00130,PA4019
NA,PA4020
NA,PA4021
ko00010,PA4022
NA,PA4023
ko00564,PA4024
ko00564,PA4025
NA,PA4026
NA,PA4027
NA,PA4029
NA,PA4030
ko00190,PA4031
NA,PA4032
NA,PA4034
NA,PA4035
NA,PA4036
NA,PA4037
NA,PA4038
NA,PA4039
NA,PA4040
NA,PA4041
ko03430,PA4042
ko00900,PA4043
ko00730,PA4044
ko02010,PA4045
NA,PA4046
ko00740,PA4047
ko04112,PA4048
NA,PA4049
ko00564,PA4050
ko00730,PA4051
NA,PA4052
ko00740,PA4053
ko00740,PA4054
ko00740,PA4055
ko00740,PA4056
NA,PA4057
NA,PA4059
NA,PA4060
ko04621,PA4061
NA,PA4062
NA,PA4063
NA,PA4064
NA,PA4065
NA,PA4066
NA,PA4067
ko00052,PA4068
ko00521,PA4069
NA,PA4070
NA,PA4071
NA,PA4072
ko00360,PA4073
NA,PA4074
NA,PA4075
NA,PA4076
NA,PA4077
ko01053,PA4078
NA,PA4079
ko02020,PA4080
NA,PA4081
NA,PA4082
NA,PA4083
ko05133,PA4084
NA,PA4085
ko05133,PA4086
NA,PA4087
ko00860,PA4088
ko00061,PA4089
NA,PA4090
ko00350,PA4091
ko00240,PA4092
NA,PA4093
NA,PA4094
ko00363,PA4095
NA,PA4096
ko00362,PA4097
NA,PA4098
NA,PA4099
ko00260,PA4100
NA,PA4101
NA,PA4102
NA,PA4103
NA,PA4104
NA,PA4105
NA,PA4106
NA,PA4107
NA,PA4108
ko01501,PA4109
ko01501,PA4110
NA,PA4111
NA,PA4112
NA,PA4113
ko00330,PA4114
ko00230,PA4115
NA,PA4116
NA,PA4117
NA,PA4118
NA,PA4119
NA,PA4120
ko00350,PA4121
ko00350,PA4122
ko00350,PA4123
ko00350,PA4124
ko00350,PA4125
NA,PA4126
ko00350,PA4127
ko00350,PA4128
NA,PA4129
ko00920,PA4130
NA,PA4131
NA,PA4132
ko00190,PA4133
NA,PA4134
NA,PA4135
NA,PA4136
NA,PA4137
ko00970,PA4138
NA,PA4139
NA,PA4140
ko04626,PA4142
ko02010,PA4143
ko01501,PA4144
NA,PA4145
NA,PA4147
ko00650,PA4148
NA,PA4149
NA,PA4150
NA,PA4151
ko00010,PA4152
ko00650,PA4153
NA,PA4154
NA,PA4155
NA,PA4156
NA,PA4157
ko02010,PA4158
ko02010,PA4159
ko02010,PA4160
ko02010,PA4161
NA,PA4162
ko00330,PA4163
NA,PA4164
NA,PA4165
NA,PA4166
NA,PA4167
NA,PA4168
NA,PA4169
NA,PA4170
NA,PA4171
ko03410,PA4172
NA,PA4173
NA,PA4174
NA,PA4175
NA,PA4176
NA,PA4177
NA,PA4178
NA,PA4179
ko00290,PA4180
NA,PA4181
NA,PA4182
NA,PA4183
NA,PA4184
NA,PA4185
NA,PA4186
NA,PA4187
ko00261,PA4188
ko00330,PA4189
NA,PA4190
NA,PA4191
ko02010,PA4192
ko02010,PA4193
NA,PA4194
NA,PA4195
NA,PA4196
NA,PA4197
NA,PA4198
NA,PA4199
NA,PA4200
ko00473,PA4201
ko00910,PA4202
NA,PA4203
NA,PA4204
NA,PA4205
ko02024,PA4206
ko02024,PA4207
NA,PA4208
ko00405,PA4209
ko00405,PA4210
ko00405,PA4211
ko00400,PA4212
ko00405,PA4213
ko00405,PA4214
ko00405,PA4215
ko00405,PA4216
ko00362,PA4217
NA,PA4218
NA,PA4219
NA,PA4221
NA,PA4222
NA,PA4223
ko01053,PA4224
ko01053,PA4225
ko01053,PA4226
NA,PA4227
ko01053,PA4228
NA,PA4229
ko01053,PA4230
ko00130,PA4231
ko03030,PA4232
NA,PA4233
ko03420,PA4234
ko00860,PA4235
ko00380,PA4236
ko03010,PA4237
ko00230,PA4238
ko03010,PA4239
ko03010,PA4240
ko03010,PA4241
ko03010,PA4242
ko02024,PA4243
ko03010,PA4244
ko03010,PA4245
ko03010,PA4246
ko03010,PA4247
ko03010,PA4248
ko03010,PA4249
ko03010,PA4250
ko03010,PA4251
ko03010,PA4252
ko03010,PA4253
ko03010,PA4254
ko03010,PA4255
ko03010,PA4256
ko03010,PA4257
ko03010,PA4258
ko03010,PA4259
ko03010,PA4260
ko03010,PA4261
ko03010,PA4262
ko03010,PA4263
ko03010,PA4264
NA,PA4265
NA,PA4266
ko03010,PA4267
ko03010,PA4268
ko00230,PA4269
ko00230,PA4270
ko03010,PA4271
ko03010,PA4272
ko03010,PA4273
ko03010,PA4274
NA,PA4275
ko02024,PA4276
NA,PA4277
NA,PA4278
ko00770,PA4279
ko00780,PA4280
NA,PA4281
NA,PA4282
ko03440,PA4283
ko03440,PA4284
ko03440,PA4285
NA,PA4286
NA,PA4287
NA,PA4288
NA,PA4289
ko02020,PA4290
NA,PA4291
NA,PA4292
NA,PA4293
NA,PA4294
NA,PA4295
NA,PA4296
NA,PA4297
NA,PA4298
NA,PA4299
NA,PA4300
NA,PA4301
NA,PA4302
NA,PA4303
NA,PA4304
NA,PA4305
ko04112,PA4306
ko02020,PA4307
NA,PA4308
ko02020,PA4309
ko02020,PA4310
NA,PA4311
NA,PA4312
NA,PA4313
ko00630,PA4314
NA,PA4315
ko03430,PA4316
NA,PA4317
NA,PA4318
NA,PA4319
NA,PA4320
NA,PA4321
NA,PA4322
NA,PA4323
NA,PA4324
NA,PA4325
NA,PA4326
NA,PA4327
NA,PA4328
ko00010,PA4329
NA,PA4330
NA,PA4331
ko02025,PA4332
ko00020,PA4333
NA,PA4334
NA,PA4335
NA,PA4336
NA,PA4337
NA,PA4338
NA,PA4339
NA,PA4340
NA,PA4341
ko00330,PA4342
NA,PA4343
ko00360,PA4344
NA,PA4345
NA,PA4346
NA,PA4347
NA,PA4348
NA,PA4349
NA,PA4350
ko00561,PA4351
NA,PA4352
ko00770,PA4353
NA,PA4354
NA,PA4355
ko00633,PA4356
NA,PA4357
NA,PA4358
NA,PA4359
NA,PA4361
NA,PA4362
NA,PA4363
NA,PA4364
NA,PA4365
ko04013,PA4366
ko02025,PA4367
NA,PA4368
NA,PA4369
NA,PA4370
NA,PA4371
NA,PA4372
NA,PA4373
ko01501,PA4374
ko01501,PA4375
ko00760,PA4376
NA,PA4377
NA,PA4378
NA,PA4379
NA,PA4380
NA,PA4381
NA,PA4382
NA,PA4383
NA,PA4384
ko03018,PA4385
NA,PA4386
NA,PA4387
NA,PA4388
ko00061,PA4389
NA,PA4390
NA,PA4391
NA,PA4392
ko01501,PA4393
NA,PA4394
NA,PA4395
NA,PA4396
ko00770,PA4397
NA,PA4398
ko00860,PA4399
NA,PA4400
ko00480,PA4401
ko00220,PA4402
ko02024,PA4403
NA,PA4404
NA,PA4405
ko00540,PA4406
ko04112,PA4407
ko04112,PA4408
ko04112,PA4409
ko00473,PA4410
ko00471,PA4411
ko00550,PA4412
ko04112,PA4413
ko00471,PA4414
ko00550,PA4415
ko00300,PA4416
ko00300,PA4417
ko00550,PA4418
NA,PA4419
NA,PA4420
NA,PA4421
NA,PA4422
NA,PA4423
NA,PA4424
ko00540,PA4425
NA,PA4426
NA,PA4427
NA,PA4428
ko00190,PA4429
ko00190,PA4430
ko00190,PA4431
ko03010,PA4432
ko03010,PA4433
NA,PA4434
ko00071,PA4435
NA,PA4436
NA,PA4437
NA,PA4438
ko00970,PA4439
NA,PA4440
NA,PA4441
ko00230,PA4442
ko00230,PA4443
NA,PA4444
NA,PA4445
NA,PA4446
ko00340,PA4447
ko00340,PA4448
ko00340,PA4449
ko00520,PA4450
NA,PA4451
ko02010,PA4452
ko02010,PA4453
ko02010,PA4454
ko02010,PA4455
ko02010,PA4456
ko00540,PA4457
ko00540,PA4458
NA,PA4459
NA,PA4460
ko02010,PA4461
ko02020,PA4462
NA,PA4463
ko02060,PA4464
NA,PA4465
ko02060,PA4466
NA,PA4467
ko04013,PA4468
NA,PA4469
ko00020,PA4470
NA,PA4471
NA,PA4472
NA,PA4473
NA,PA4474
ko00380,PA4475
NA,PA4476
NA,PA4477
NA,PA4478
NA,PA4479
NA,PA4480
NA,PA4481
ko00970,PA4482
ko00970,PA4483
ko00970,PA4484
NA,PA4485
ko00362,PA4486
NA,PA4487
NA,PA4488
NA,PA4489
NA,PA4490
NA,PA4491
NA,PA4492
ko02020,PA4493
ko02020,PA4494
NA,PA4495
ko02010,PA4496
ko02010,PA4497
NA,PA4498
NA,PA4499
ko02010,PA4500
NA,PA4501
ko02010,PA4502
ko01503,PA4503
ko02010,PA4504
ko01501,PA4505
ko01503,PA4506
NA,PA4507
NA,PA4508
NA,PA4509
NA,PA4510
NA,PA4511
NA,PA4512
ko00920,PA4513
NA,PA4514
NA,PA4515
NA,PA4516
ko00540,PA4517
NA,PA4518
ko00300,PA4519
ko02020,PA4520
NA,PA4521
NA,PA4522
NA,PA4523
ko00760,PA4524
ko02020,PA4525
NA,PA4526
ko03070,PA4528
ko00770,PA4529
NA,PA4530
NA,PA4531
NA,PA4532
NA,PA4533
NA,PA4534
NA,PA4535
NA,PA4536
NA,PA4537
ko00190,PA4538
NA,PA4539
NA,PA4540
NA,PA4541
ko04213,PA4542
NA,PA4543
NA,PA4544
NA,PA4545
ko02020,PA4546
ko02020,PA4547
ko00730,PA4548
NA,PA4549
NA,PA4550
NA,PA4551
NA,PA4552
NA,PA4553
NA,PA4554
NA,PA4555
NA,PA4556
ko00900,PA4557
NA,PA4558
ko03060,PA4559
ko00970,PA4560
ko00740,PA4561
NA,PA4562
ko03010,PA4563
NA,PA4564
ko00330,PA4565
NA,PA4566
ko03010,PA4567
ko03010,PA4568
ko00900,PA4569
NA,PA4570
NA,PA4571
NA,PA4572
NA,PA4573
NA,PA4574
NA,PA4575
NA,PA4576
NA,PA4577
NA,PA4578
NA,PA4579
NA,PA4580
NA,PA4581
NA,PA4582
NA,PA4583
NA,PA4584
NA,PA4585
NA,PA4586
NA,PA4587
ko00220,PA4588
NA,PA4589
NA,PA4590
NA,PA4591
NA,PA4592
NA,PA4593
NA,PA4594
NA,PA4595
NA,PA4596
ko01501,PA4597
ko01501,PA4598
ko01501,PA4599
NA,PA4600
NA,PA4601
ko00260,PA4602
NA,PA4603
NA,PA4604
NA,PA4605
NA,PA4606
NA,PA4607
NA,PA4608
NA,PA4609
NA,PA4610
NA,PA4611
NA,PA4612
ko00380,PA4613
NA,PA4614
NA,PA4615
ko02020,PA4616
NA,PA4617
NA,PA4618
NA,PA4619
NA,PA4620
NA,PA4621
NA,PA4622
NA,PA4623
NA,PA4624
NA,PA4625
ko00260,PA4626
NA,PA4627
NA,PA4628
NA,PA4629
NA,PA4630
NA,PA4631
NA,PA4632
ko02020,PA4633
NA,PA4634
NA,PA4635
NA,PA4636
NA,PA4637
NA,PA4639
ko00020,PA4640
NA,PA4642
NA,PA4643
NA,PA4644
ko00230,PA4645
ko00240,PA4646
NA,PA4647
NA,PA4648
NA,PA4649
NA,PA4650
NA,PA4651
ko05133,PA4652
NA,PA4653
NA,PA4654
ko00860,PA4655
NA,PA4656
NA,PA4657
NA,PA4658
ko02026,PA4659
NA,PA4660
NA,PA4661
ko00471,PA4662
ko04122,PA4663
NA,PA4664
NA,PA4665
ko00860,PA4666
NA,PA4667
NA,PA4668
ko00900,PA4669
ko00030,PA4670
ko03010,PA4671
NA,PA4672
NA,PA4673
NA,PA4674
NA,PA4675
ko00910,PA4676
NA,PA4677
NA,PA4678
NA,PA4679
NA,PA4680
NA,PA4681
NA,PA4682
NA,PA4683
NA,PA4684
NA,PA4685
NA,PA4686
ko02010,PA4687
ko02010,PA4688
NA,PA4689
NA,PA4691
NA,PA4692
ko00260,PA4693
ko00290,PA4694
ko00290,PA4695
ko00290,PA4696
NA,PA4697
ko00521,PA4698
NA,PA4699
ko00550,PA4700
NA,PA4701
NA,PA4702
NA,PA4703
NA,PA4704
NA,PA4705
ko02010,PA4706
ko02010,PA4707
ko02010,PA4708
NA,PA4709
NA,PA4710
NA,PA4711
NA,PA4712
NA,PA4713
NA,PA4714
NA,PA4715
NA,PA4716
NA,PA4717
NA,PA4718
NA,PA4719
NA,PA4720
NA,PA4721
NA,PA4722
ko02026,PA4723
NA,PA4724
NA,PA4725
NA,PA4726
ko03018,PA4727
ko00790,PA4728
ko00770,PA4729
ko00410,PA4730
ko00410,PA4731
ko00010,PA4732
ko00010,PA4733
NA,PA4734
NA,PA4735
NA,PA4736
NA,PA4737
NA,PA4738
NA,PA4739
ko00230,PA4740
ko03010,PA4741
NA,PA4742
NA,PA4743
NA,PA4744
NA,PA4745
NA,PA4746
ko02024,PA4747
ko00010,PA4748
ko00520,PA4749
ko00790,PA4750
NA,PA4751
NA,PA4752
NA,PA4753
NA,PA4754
NA,PA4755
ko00240,PA4756
NA,PA4757
ko00240,PA4758
ko00261,PA4759
NA,PA4760
ko03018,PA4761
NA,PA4762
NA,PA4763
NA,PA4764
NA,PA4765
NA,PA4766
NA,PA4767
NA,PA4768
NA,PA4769
NA,PA4770
ko00620,PA4771
NA,PA4772
ko00270,PA4773
ko00270,PA4774
NA,PA4775
ko02020,PA4776
ko02020,PA4777
NA,PA4778
NA,PA4779
ko03008,PA4780
ko02020,PA4781
NA,PA4783
NA,PA4784
ko00071,PA4785
ko00061,PA4786
NA,PA4787
NA,PA4788
NA,PA4789
NA,PA4790
NA,PA4791
ko00564,PA4792
NA,PA4793
NA,PA4794
NA,PA4795
ko00260,PA4796
NA,PA4797
NA,PA4798
NA,PA4799
NA,PA4800
NA,PA4801
ko00760,PA4802
NA,PA4803
ko02024,PA4804
ko00330,PA4805
NA,PA4806
NA,PA4807
ko00450,PA4808
NA,PA4809
ko00630,PA4810
ko00630,PA4811
ko00630,PA4812
ko00561,PA4813
NA,PA4814
ko02024,PA4815
NA,PA4816
NA,PA4817
NA,PA4818
NA,PA4819
NA,PA4820
NA,PA4821
NA,PA4822
NA,PA4824
NA,PA4825
NA,PA4827
NA,PA4828
ko00010,PA4829
NA,PA4830
NA,PA4831
NA,PA4832
NA,PA4833
NA,PA4834
NA,PA4835
NA,PA4836
NA,PA4837
NA,PA4838
ko00330,PA4839
ko03013,PA4840
NA,PA4841
NA,PA4842
NA,PA4843
NA,PA4844
NA,PA4845
ko00400,PA4846
ko00061,PA4847
ko00061,PA4848
NA,PA4849
NA,PA4850
NA,PA4851
NA,PA4852
ko05111,PA4853
ko00230,PA4854
ko00230,PA4855
ko02025,PA4856
NA,PA4857
ko02010,PA4858
ko02010,PA4859
ko02010,PA4860
ko02010,PA4861
ko02010,PA4862
NA,PA4863
NA,PA4864
ko00220,PA4865
ko00440,PA4866
ko00220,PA4867
ko00220,PA4868
NA,PA4870
ko00620,PA4872
NA,PA4873
NA,PA4874
NA,PA4876
NA,PA4877
NA,PA4878
NA,PA4879
ko00860,PA4880
NA,PA4882
NA,PA4883
NA,PA4884
ko02020,PA4885
ko02020,PA4886
NA,PA4887
ko00591,PA4888
NA,PA4889
NA,PA4890
NA,PA4891
NA,PA4892
NA,PA4893
NA,PA4894
NA,PA4895
NA,PA4896
NA,PA4897
NA,PA4898
ko00010,PA4899
NA,PA4900
ko00627,PA4901
NA,PA4902
NA,PA4903
ko00627,PA4904
ko00627,PA4905
NA,PA4906
ko00240,PA4907
ko00310,PA4908
ko02010,PA4909
ko02010,PA4910
ko02010,PA4911
ko02010,PA4912
ko02010,PA4913
NA,PA4914
ko02020,PA4915
NA,PA4916
ko00760,PA4917
ko00760,PA4918
ko00760,PA4919
ko00760,PA4920
NA,PA4921
NA,PA4922
ko00230,PA4923
NA,PA4924
NA,PA4925
NA,PA4926
NA,PA4927
NA,PA4928
NA,PA4929
ko00473,PA4930
ko03030,PA4931
ko03010,PA4932
NA,PA4933
ko03010,PA4934
ko03010,PA4935
NA,PA4936
ko03018,PA4937
ko00230,PA4938
ko00340,PA4939
NA,PA4940
NA,PA4941
NA,PA4942
NA,PA4943
ko02024,PA4944
ko00908,PA4945
ko03430,PA4946
ko01503,PA4947
NA,PA4948
NA,PA4949
NA,PA4950
ko03008,PA4951
ko00730,PA4952
ko02030,PA4953
ko02020,PA4954
NA,PA4955
ko00270,PA4956
ko00564,PA4957
NA,PA4958
ko02025,PA4959
ko00260,PA4960
NA,PA4961
NA,PA4962
NA,PA4963
NA,PA4964
ko04112,PA4965
NA,PA4966
NA,PA4967
NA,PA4968
ko00230,PA4969
NA,PA4970
ko00230,PA4971
NA,PA4972
ko00730,PA4973
ko01501,PA4974
ko00130,PA4975
ko00220,PA4976
ko00330,PA4977
NA,PA4978
NA,PA4979
ko00360,PA4980
NA,PA4981
NA,PA4982
NA,PA4983
NA,PA4984
ko02024,PA4985
NA,PA4986
NA,PA4987
ko00540,PA4988
NA,PA4989
NA,PA4990
NA,PA4991
NA,PA4992
NA,PA4993
ko00071,PA4994
NA,PA4995
ko00540,PA4996
